onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	c	TR
5.82	1.805	no_response	n/a	1.0	n/a	g	BL
7.625	2.023	2-back	1.0	1.0	0.415	c	BL
9.648	2.023	2-back	0.0	1.0	0.548	p	TR
11.671	2.023	2-back	0.0	1.0	0.355	v	TL
13.694	2.022	2-back	1.0	1.0	0.36	p	TL
15.716	2.023	2-back	0.0	1.0	0.417	s	BL
17.739	2.023	2-back	0.0	1.0	0.614	x	TR
19.762	2.023	2-back	1.0	1.0	0.489	s	TR
21.785	2.022	2-back	1.0	1.0	0.634	x	TL
23.807	2.023	2-back	0.0	1.0	0.491	n	BR
25.83	2.023	2-back	0.0	1.0	0.395	f	BL
27.853	2.023	2-back	1.0	1.0	0.328	n	TL
29.876	2.022	2-back	0.0	1.0	0.41	t	TL
31.898	2.023	2-back	0.0	1.0	0.591	l	TR
33.921	2.023	2-back	0.0	1.0	0.482	r	BR
35.944	2.022	2-back	1.0	1.0	0.767	l	TL
37.966	2.023	2-back	0.0	1.0	0.57	z	TL
39.989	2.023	2-back	0.0	1.0	0.491	v	BL
42.012	2.023	2-back	0.0	1.0	0.568	t	BR
44.035	2.022	2-back	0.0	1.0	0.444	g	TL
46.057	2.023	2-back	1.0	1.0	0.422	t	BL
48.08	2.023	2-back	0.0	1.0	0.495	f	BR
50.103	2.023	2-back	0.0	1.0	0.695	r	BR
52.126	2.022	2-back	1.0	1.0	0.752	f	TR
54.148	2.023	2-back	0.0	1.0	0.451	z	BL
56.171	2.023	2-back	0.0	1.0	0.482	c	BR
58.194	2.023	2-back	0.0	1.0	0.411	g	TR
60.217	2.022	2-back	1.0	1.0	0.857	c	BL
62.239	2.023	2-back	0.0	1.0	0.431	p	BR
64.262	2.023	2-back	0.0	1.0	0.395	v	BR
66.285	2.022	2-back	1.0	0.0	0.735	p	TR
68.307	2.023	2-back	0.0	1.0	0.489	s	TL
70.33	2.023	2-back	0.0	1.0	0.598	t	BR
72.353	2.023	2-back	1.0	1.0	0.497	s	TR
74.376	2.022	2-back	0.0	1.0	0.408	r	TL
76.398	2.023	2-back	0.0	1.0	0.647	z	BL
78.421	2.023	2-back	1.0	1.0	0.789	r	TR
80.444	2.023	2-back	1.0	1.0	0.738	z	BR
82.467	2.022	2-back	0.0	1.0	0.49	n	TL
84.489	2.023	2-back	0.0	1.0	0.654	g	TR
86.512	2.023	2-back	1.0	1.0	0.492	n	BL
88.535	2.023	2-back	0.0	1.0	0.431	x	BR
90.558	2.022	2-back	0.0	1.0	0.601	v	TR
92.58	2.023	2-back	1.0	1.0	0.746	x	BL
94.603	2.023	2-back	0.0	1.0	0.459	l	BL
96.626	2.023	2-back	0.0	1.0	0.606	f	TL
98.649	6.036	2-back	1.0	1.0	0.524	l	BR
104.685	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.708	2.023	baseline	1.0	1.0	0.344	redcross.bmp	n/a
108.731	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.753	2.023	baseline	1.0	1.0	0.24	redcross.bmp	n/a
112.776	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.799	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.822	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.844	2.023	baseline	1.0	1.0	0.291	redcross.bmp	n/a
120.867	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.89	2.023	baseline	1.0	1.0	0.353	redcross.bmp	n/a
124.913	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.935	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.968	1.806	no_response	n/a	1.0	n/a	v	TR
134.774	2.022	1-back	1.0	1.0	0.635	v	BL
136.796	2.023	1-back	0.0	1.0	0.52	p	TR
138.819	2.023	1-back	0.0	1.0	0.459	g	BL
140.842	2.022	1-back	1.0	1.0	0.536	g	TL
142.864	2.023	1-back	0.0	1.0	0.389	z	BR
144.887	2.023	1-back	0.0	1.0	0.502	l	TL
146.91	2.023	1-back	0.0	1.0	0.436	t	BL
148.933	2.022	1-back	1.0	1.0	0.479	t	TR
150.955	2.023	1-back	0.0	1.0	0.338	s	BR
152.978	2.023	1-back	0.0	1.0	0.391	l	TL
155.001	2.023	1-back	0.0	1.0	0.436	x	BR
157.024	2.022	1-back	1.0	1.0	0.444	x	TR
159.046	2.023	1-back	1.0	1.0	0.48	x	TL
161.069	2.023	1-back	0.0	1.0	0.507	s	TR
163.092	2.023	1-back	1.0	1.0	0.44	s	BL
165.115	2.022	1-back	0.0	1.0	0.424	n	TR
167.137	2.023	1-back	0.0	1.0	0.455	r	TL
169.16	2.023	1-back	0.0	1.0	0.401	s	TR
171.183	2.023	1-back	0.0	1.0	0.469	t	BL
173.206	2.022	1-back	1.0	1.0	0.402	t	TR
175.228	2.023	1-back	0.0	1.0	0.444	l	BR
177.251	2.023	1-back	0.0	1.0	0.35	r	BL
179.274	2.022	1-back	0.0	1.0	0.361	f	TL
181.296	2.023	1-back	1.0	1.0	0.464	f	BL
183.319	2.023	1-back	0.0	1.0	0.399	z	BR
185.342	2.023	1-back	1.0	1.0	0.541	z	BL
187.365	2.022	1-back	0.0	1.0	0.385	c	TL
189.387	2.023	1-back	1.0	1.0	0.427	c	TR
191.41	2.023	1-back	0.0	1.0	0.414	p	BR
193.433	2.023	1-back	1.0	1.0	0.497	p	BL
195.456	2.022	1-back	0.0	1.0	0.477	n	TL
197.478	2.023	1-back	1.0	1.0	0.537	n	TR
199.501	2.023	1-back	0.0	1.0	0.374	f	BL
201.524	2.023	1-back	1.0	1.0	0.441	f	BR
203.547	2.022	1-back	0.0	1.0	0.337	l	TL
205.569	2.023	1-back	0.0	1.0	0.475	r	BR
207.592	2.023	1-back	1.0	1.0	0.543	r	TL
209.615	2.022	1-back	0.0	1.0	0.407	z	BR
211.637	2.023	1-back	0.0	1.0	0.46	n	BL
213.66	2.023	1-back	0.0	1.0	0.474	c	TL
215.683	2.023	1-back	1.0	1.0	0.404	c	TR
217.706	2.022	1-back	0.0	1.0	0.362	v	BR
219.728	2.023	1-back	1.0	1.0	0.477	v	TL
221.751	2.023	1-back	0.0	1.0	0.434	x	TR
223.774	2.023	1-back	0.0	1.0	0.448	g	BR
225.797	2.022	1-back	0.0	1.0	0.518	p	BL
227.819	6.037	1-back	0.0	1.0	0.74	g	BR
