onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
148.097	2.006	2-back	0.0	1.0	0.613	f	BL
150.103	2.006	2-back	1.0	1.0	0.392	x	TR
152.109	2.006	2-back	0.0	1.0	0.517	v	BR
154.115	2.006	2-back	0.0	1.0	0.579	p	TL
156.121	2.006	2-back	1.0	1.0	0.408	f	BR
158.127	2.006	2-back	1.0	1.0	0.614	n	TL
160.133	2.006	2-back	0.0	1.0	0.62	x	TR
162.139	2.006	2-back	1.0	1.0	0.45	t	TL
164.145	2.006	2-back	0.0	1.0	0.576	s	BL
166.151	2.006	2-back	0.0	1.0	1.084	l	TR
168.157	2.007	2-back	1.0	1.0	0.586	f	BL
170.164	2.006	2-back	1.0	1.0	0.458	c	TR
172.17	2.006	2-back	0.0	1.0	0.487	r	TL
174.176	2.006	2-back	1.0	1.0	0.477	g	TR
176.182	2.006	2-back	0.0	1.0	0.744	s	BL
178.188	2.006	2-back	0.0	1.0	0.606	r	BR
180.194	2.006	2-back	1.0	1.0	0.397	v	BL
182.2	2.006	2-back	0.0	1.0	0.61	p	BL
184.206	2.006	2-back	0.0	1.0	0.626	t	TL
186.212	2.006	2-back	1.0	1.0	0.432	x	BL
188.218	2.006	2-back	0.0	1.0	0.506	z	BR
190.224	2.006	2-back	0.0	1.0	0.462	t	TR
192.23	2.006	2-back	0.0	1.0	0.484	g	TL
194.236	2.006	2-back	1.0	1.0	0.441	c	TR
196.242	2.006	2-back	0.0	1.0	0.522	p	BL
198.248	2.006	2-back	0.0	1.0	0.641	s	BR
200.254	2.006	2-back	0.0	1.0	0.757	v	TL
202.26	2.006	2-back	1.0	1.0	0.431	n	BR
204.266	2.006	2-back	0.0	1.0	0.816	c	BL
206.272	2.006	2-back	0.0	0.0	0.812	l	TL
208.278	2.006	2-back	0.0	0.0	0.702	x	BR
210.284	2.006	2-back	1.0	1.0	1.126	z	TL
212.29	2.006	2-back	0.0	1.0	0.719	g	TR
214.296	2.006	2-back	0.0	1.0	0.649	f	BR
216.302	2.006	2-back	0.0	1.0	0.892	z	TL
218.308	2.006	2-back	1.0	1.0	0.484	l	BR
220.314	2.006	2-back	0.0	1.0	0.82	r	TR
222.32	2.006	2-back	1.0	1.0	0.631	z	BR
224.326	2.006	2-back	0.0	1.0	0.583	n	BL
226.332	6.02	2-back	1.0	1.0	0.558	g	BR
232.352	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.375	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.398	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.42	2.023	baseline	1.0	1.0	0.442	redcross.bmp	n/a
240.443	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.466	2.023	baseline	1.0	1.0	0.329	redcross.bmp	n/a
244.489	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.511	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.534	2.023	baseline	1.0	1.0	0.352	redcross.bmp	n/a
250.557	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.58	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.602	2.0	baseline	1.0	1.0	0.394	redcross.bmp	n/a
