onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	r	TL
5.82	2.006	1-back	1.0	1.0	0.669	r	TR
7.826	2.006	1-back	0.0	1.0	0.535	g	BR
9.832	2.006	1-back	1.0	1.0	0.601	g	TL
11.838	2.006	1-back	0.0	1.0	0.523	f	TR
13.844	2.006	1-back	0.0	1.0	0.517	t	BL
15.85	2.006	1-back	0.0	1.0	0.486	v	TL
17.856	2.006	1-back	0.0	1.0	0.436	p	TR
19.862	2.006	1-back	1.0	1.0	0.466	p	BL
21.868	2.006	1-back	0.0	1.0	0.633	z	BR
23.874	2.006	1-back	0.0	1.0	0.707	s	TR
25.88	2.006	1-back	1.0	1.0	0.477	s	BL
27.886	2.006	1-back	0.0	1.0	0.468	c	TL
29.892	2.006	1-back	1.0	1.0	0.506	c	BR
31.898	2.006	1-back	0.0	1.0	0.515	l	BR
33.904	2.006	1-back	0.0	1.0	0.624	n	BL
35.91	2.006	1-back	0.0	1.0	0.732	v	TL
37.916	2.006	1-back	1.0	1.0	0.492	v	TR
39.922	2.006	1-back	0.0	1.0	0.512	z	BR
41.928	2.006	1-back	0.0	1.0	0.538	s	TL
43.934	2.006	1-back	0.0	1.0	0.635	x	TR
45.94	2.006	1-back	1.0	1.0	0.613	x	BL
47.946	2.006	1-back	1.0	1.0	0.712	x	BR
49.952	2.006	1-back	0.0	1.0	0.508	v	TR
51.958	2.006	1-back	0.0	1.0	0.807	z	TL
53.964	2.006	1-back	1.0	1.0	0.468	z	BR
55.97	2.006	1-back	0.0	1.0	0.493	f	BL
57.976	2.006	1-back	0.0	1.0	0.681	r	TR
59.982	2.006	1-back	1.0	1.0	0.437	r	BL
61.988	2.006	1-back	0.0	1.0	0.474	n	TL
63.994	2.006	1-back	0.0	1.0	0.815	l	BL
66.0	2.006	1-back	1.0	1.0	0.394	l	BR
68.006	2.006	1-back	0.0	1.0	0.435	s	TL
70.012	2.006	1-back	0.0	1.0	0.608	g	TR
72.018	2.006	1-back	0.0	1.0	0.539	c	BL
74.024	2.006	1-back	1.0	1.0	0.445	c	TR
76.03	2.006	1-back	0.0	1.0	0.427	f	BR
78.036	2.006	1-back	1.0	1.0	0.46	f	TL
80.042	2.006	1-back	0.0	1.0	0.547	t	TR
82.048	2.006	1-back	0.0	1.0	0.949	x	BL
84.054	2.006	1-back	0.0	1.0	0.533	p	TL
86.06	2.006	1-back	1.0	1.0	0.485	p	BL
88.066	2.006	1-back	0.0	1.0	0.44	n	BR
90.072	2.006	1-back	1.0	1.0	0.414	n	TL
92.078	2.006	1-back	0.0	1.0	0.445	g	BR
94.084	2.006	1-back	0.0	1.0	0.458	l	BL
96.09	2.006	1-back	0.0	1.0	0.578	t	TR
98.096	6.02	1-back	1.0	1.0	0.624	t	BR
104.116	2.023	baseline	1.0	1.0	0.518	redcross.bmp	n/a
106.139	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
