onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.014	1.806	no_response	n/a	1.0	n/a	l	TR
5.82	2.005	1-back	1.0	1.0	0.51	x	TR
7.825	2.006	1-back	0.0	1.0	0.522	l	BL
9.831	2.006	1-back	1.0	1.0	0.349	s	BL
11.837	2.006	1-back	0.0	1.0	0.456	g	TL
13.843	2.006	1-back	0.0	1.0	0.469	r	BR
15.849	2.006	1-back	0.0	1.0	0.408	s	TL
17.855	2.006	1-back	0.0	1.0	0.556	z	BL
19.861	2.006	1-back	0.0	1.0	0.58	t	TR
21.867	2.006	1-back	1.0	1.0	0.461	x	TR
23.873	2.006	1-back	0.0	1.0	0.557	n	BR
25.879	2.006	1-back	0.0	1.0	0.482	l	TL
27.885	2.006	1-back	1.0	1.0	0.377	g	TL
29.891	2.006	1-back	0.0	1.0	0.398	r	BR
31.897	2.006	1-back	1.0	1.0	0.366	p	BR
33.903	2.006	1-back	0.0	1.0	0.529	z	TR
35.909	2.006	1-back	0.0	1.0	0.52	r	BL
37.915	2.006	1-back	1.0	1.0	0.303	x	BL
39.921	2.006	1-back	0.0	1.0	0.531	p	TR
41.927	2.006	1-back	0.0	1.0	0.42	c	BL
43.933	2.006	1-back	0.0	1.0	0.396	f	TR
45.939	2.006	1-back	1.0	1.0	0.351	l	TR
47.945	2.006	1-back	1.0	1.0	0.733	t	TR
49.951	2.006	1-back	0.0	1.0	0.398	f	TL
51.957	2.006	1-back	0.0	1.0	0.538	r	BL
53.963	2.006	1-back	1.0	1.0	0.323	s	BL
55.969	2.006	1-back	0.0	1.0	0.332	f	TR
57.975	2.006	1-back	0.0	1.0	0.482	c	BR
59.981	2.006	1-back	1.0	1.0	0.411	z	BR
61.987	2.006	1-back	0.0	1.0	0.697	v	BL
63.993	2.006	1-back	0.0	1.0	0.729	p	TL
65.999	2.006	1-back	1.0	1.0	0.571	t	TL
68.005	2.006	1-back	0.0	1.0	0.415	c	BL
70.011	2.006	1-back	0.0	1.0	0.384	p	BR
72.017	2.006	1-back	0.0	1.0	0.518	v	TL
74.023	2.006	1-back	1.0	1.0	0.351	n	TL
76.029	2.006	1-back	0.0	1.0	0.611	s	BR
78.035	2.006	1-back	1.0	1.0	0.337	z	BR
80.041	2.006	1-back	0.0	1.0	0.56	v	BL
82.047	2.006	1-back	0.0	1.0	0.403	n	BR
84.053	2.006	1-back	0.0	1.0	0.64	t	TL
86.059	2.006	1-back	1.0	1.0	0.318	g	TL
88.065	2.006	1-back	0.0	1.0	0.457	x	TR
90.071	2.006	1-back	1.0	1.0	0.294	g	TR
92.077	2.006	1-back	0.0	1.0	0.594	c	TL
94.083	2.006	1-back	0.0	1.0	0.506	v	BL
96.089	2.006	1-back	0.0	1.0	0.439	f	BR
98.095	6.02	1-back	1.0	1.0	0.493	n	BR
104.115	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.138	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.177	2.023	baseline	1.0	1.0	0.332	redcross.bmp	n/a
110.2	2.023	baseline	1.0	1.0	0.422	redcross.bmp	n/a
112.223	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.245	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.268	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.291	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.314	2.022	baseline	1.0	1.0	0.388	redcross.bmp	n/a
122.336	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.359	2.023	baseline	1.0	1.0	0.435	redcross.bmp	n/a
126.382	6.032	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.414	1.806	no_response	n/a	1.0	n/a	v	BL
134.22	1.805	no_response	n/a	1.0	n/a	c	BR
136.025	2.006	2-back	1.0	1.0	0.582	g	BL
138.031	2.006	2-back	0.0	1.0	0.511	p	TR
140.037	2.006	2-back	0.0	1.0	0.972	n	TL
142.043	2.006	2-back	1.0	1.0	0.486	x	TR
144.049	2.006	2-back	0.0	1.0	0.381	p	BL
146.055	2.006	2-back	0.0	1.0	0.64	c	TL
148.061	2.006	2-back	0.0	1.0	0.741	l	TL
150.067	2.006	2-back	0.0	0.0	0.439	v	TR
152.073	2.006	2-back	1.0	1.0	0.657	x	TL
154.079	2.006	2-back	1.0	1.0	0.67	g	TR
156.085	2.006	2-back	0.0	1.0	0.371	t	BR
158.091	2.006	2-back	0.0	1.0	0.386	z	BL
160.097	2.006	2-back	1.0	1.0	0.494	n	BR
162.103	2.006	2-back	0.0	1.0	0.695	f	TR
164.109	2.006	2-back	0.0	1.0	0.737	x	TL
166.115	2.006	2-back	0.0	1.0	0.916	n	BL
168.121	2.006	2-back	1.0	1.0	0.5	t	TL
170.127	2.006	2-back	0.0	1.0	0.441	l	BR
172.133	2.006	2-back	0.0	1.0	0.748	r	BL
174.139	2.006	2-back	1.0	1.0	0.458	f	BR
176.145	2.006	2-back	0.0	1.0	0.553	s	BR
178.151	2.006	2-back	0.0	1.0	0.867	v	TL
180.157	2.006	2-back	0.0	1.0	0.915	n	TR
182.163	2.006	2-back	1.0	0.0	0.544	p	TL
184.169	2.006	2-back	0.0	1.0	0.813	s	BL
186.175	2.006	2-back	0.0	1.0	0.618	g	BR
188.181	2.006	2-back	1.0	1.0	0.338	f	BL
190.187	2.006	2-back	0.0	1.0	0.463	r	TR
192.193	2.006	2-back	0.0	1.0	0.869	s	TL
194.199	2.006	2-back	0.0	1.0	0.65	z	BL
196.205	2.006	2-back	1.0	1.0	0.655	c	TL
198.211	2.006	2-back	0.0	1.0	0.517	r	BR
200.217	2.006	2-back	0.0	1.0	0.513	v	TR
202.223	2.006	2-back	1.0	1.0	0.371	l	BR
204.229	2.006	2-back	1.0	1.0	0.526	c	TR
206.235	2.006	2-back	0.0	1.0	0.963	s	BL
208.241	2.006	2-back	0.0	1.0	1.092	t	TL
210.247	2.006	2-back	0.0	0.0	n/a	r	TR
212.253	2.006	2-back	0.0	1.0	1.035	z	BL
214.259	2.006	2-back	1.0	1.0	0.489	l	TR
216.265	2.006	2-back	1.0	1.0	0.585	x	BL
218.271	2.006	2-back	0.0	1.0	0.58	f	BR
220.277	2.006	2-back	0.0	1.0	0.491	p	TR
222.283	2.006	2-back	1.0	1.0	0.464	g	BR
224.289	2.006	2-back	0.0	1.0	0.429	t	BL
226.295	6.02	2-back	1.0	1.0	0.363	z	BR
232.315	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.338	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.36	2.023	baseline	1.0	1.0	0.404	redcross.bmp	n/a
238.383	2.023	baseline	1.0	1.0	0.428	redcross.bmp	n/a
240.406	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.428	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.451	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
