onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
163.092	2.023	1-back	1.0	1.0	0.75	s	BL
165.115	2.023	1-back	0.0	1.0	0.506	n	TR
167.138	2.022	1-back	0.0	1.0	0.596	r	TL
169.16	2.023	1-back	0.0	1.0	0.59	s	TR
171.183	2.023	1-back	0.0	1.0	0.613	t	BL
173.206	2.023	1-back	1.0	1.0	0.614	t	TR
175.229	2.022	1-back	0.0	1.0	0.502	l	BR
177.251	2.023	1-back	0.0	1.0	0.627	r	BL
179.274	2.023	1-back	0.0	1.0	0.616	f	TL
181.297	2.023	1-back	1.0	1.0	0.687	f	BL
183.32	2.022	1-back	0.0	1.0	0.392	z	BR
185.342	2.023	1-back	1.0	0.0	0.491	z	BL
187.365	2.023	1-back	0.0	1.0	0.497	c	TL
189.388	2.022	1-back	1.0	1.0	0.578	c	TR
191.41	2.023	1-back	0.0	1.0	0.431	p	BR
193.433	2.023	1-back	1.0	1.0	0.727	p	BL
195.456	2.023	1-back	0.0	1.0	0.503	n	TL
197.479	2.022	1-back	1.0	1.0	0.597	n	TR
199.501	2.023	1-back	0.0	1.0	0.495	f	BL
201.524	2.023	1-back	1.0	1.0	0.524	f	BR
203.547	2.023	1-back	0.0	1.0	0.455	l	TL
205.57	2.022	1-back	0.0	1.0	0.457	r	BR
207.592	2.023	1-back	1.0	1.0	0.534	r	TL
209.615	2.023	1-back	0.0	1.0	0.551	z	BR
211.638	2.023	1-back	0.0	0.0	0.632	n	BL
213.661	2.022	1-back	0.0	1.0	0.518	c	TL
215.683	2.023	1-back	1.0	1.0	0.628	c	TR
217.706	2.023	1-back	0.0	1.0	0.419	v	BR
219.729	2.023	1-back	1.0	1.0	0.581	v	TL
221.752	2.022	1-back	0.0	1.0	0.485	x	TR
223.774	2.023	1-back	0.0	1.0	0.487	g	BR
225.797	2.023	1-back	0.0	1.0	0.567	p	BL
227.82	6.037	1-back	0.0	0.0	0.604	g	BR
233.857	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.879	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.902	2.023	baseline	1.0	1.0	0.453	redcross.bmp	n/a
239.925	2.023	baseline	1.0	1.0	0.597	redcross.bmp	n/a
241.948	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
243.97	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
245.993	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.016	2.023	baseline	1.0	1.0	0.478	redcross.bmp	n/a
250.039	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.061	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.084	2.023	baseline	1.0	1.0	0.486	redcross.bmp	n/a
256.107	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
