onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.015	1.805	no_response	n/a	1.0	n/a	v	BL
5.82	1.806	no_response	n/a	1.0	n/a	c	BR
7.626	2.006	2-back	1.0	1.0	0.364	g	BL
9.632	2.006	2-back	0.0	1.0	0.568	p	TR
11.638	2.006	2-back	0.0	1.0	0.555	n	TL
13.644	2.006	2-back	1.0	1.0	0.568	x	TR
15.65	2.006	2-back	0.0	1.0	0.481	p	BL
17.656	2.006	2-back	0.0	1.0	0.492	c	TL
19.662	2.006	2-back	0.0	1.0	0.68	l	TL
21.668	2.006	2-back	0.0	1.0	0.724	v	TR
23.674	2.006	2-back	1.0	1.0	0.511	x	TL
25.68	2.006	2-back	1.0	1.0	0.355	g	TR
27.686	2.006	2-back	0.0	1.0	0.518	t	BR
29.692	2.006	2-back	0.0	1.0	0.726	z	BL
31.698	2.006	2-back	1.0	1.0	0.809	n	BR
33.704	2.006	2-back	0.0	1.0	0.634	f	TR
35.71	2.006	2-back	0.0	1.0	0.572	x	TL
37.716	2.006	2-back	0.0	1.0	0.487	n	BL
39.722	2.006	2-back	1.0	1.0	0.31	t	TL
41.728	2.006	2-back	0.0	1.0	0.423	l	BR
43.734	2.006	2-back	0.0	1.0	0.364	r	BL
45.74	2.006	2-back	1.0	1.0	0.477	f	BR
47.746	2.006	2-back	0.0	1.0	0.607	s	BR
49.752	2.006	2-back	0.0	1.0	0.553	v	TL
51.758	2.006	2-back	0.0	1.0	0.627	n	TR
53.764	2.006	2-back	1.0	1.0	0.395	p	TL
55.77	2.006	2-back	0.0	1.0	0.527	s	BL
57.776	2.006	2-back	0.0	1.0	0.526	g	BR
59.782	2.006	2-back	1.0	1.0	0.447	f	BL
61.788	2.006	2-back	0.0	1.0	0.533	r	TR
63.794	2.006	2-back	0.0	1.0	0.645	s	TL
65.8	2.006	2-back	0.0	1.0	0.541	z	BL
67.806	2.006	2-back	1.0	1.0	0.301	c	TL
69.812	2.006	2-back	0.0	1.0	0.468	r	BR
71.818	2.006	2-back	0.0	1.0	0.441	v	TR
73.824	2.006	2-back	1.0	0.0	0.511	l	BR
75.83	2.006	2-back	1.0	1.0	0.339	c	TR
77.836	2.006	2-back	0.0	1.0	0.459	s	BL
79.842	2.006	2-back	0.0	1.0	0.446	t	TL
81.848	2.006	2-back	0.0	1.0	0.438	r	TR
83.854	2.006	2-back	0.0	1.0	1.152	z	BL
85.86	2.006	2-back	1.0	1.0	0.708	l	TR
87.866	2.006	2-back	0.0	1.0	0.7	x	TL
89.872	2.006	2-back	0.0	1.0	0.465	f	BR
91.878	2.006	2-back	0.0	1.0	0.424	p	TR
93.884	2.006	2-back	1.0	1.0	0.404	g	BR
95.89	2.006	2-back	0.0	1.0	0.398	t	BL
97.896	6.02	2-back	1.0	1.0	0.813	z	BR
103.916	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.939	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.962	2.023	baseline	1.0	1.0	0.345	redcross.bmp	n/a
109.985	2.022	baseline	1.0	1.0	0.362	redcross.bmp	n/a
112.007	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.03	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.053	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.075	2.023	baseline	1.0	1.0	0.261	redcross.bmp	n/a
120.098	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.121	2.023	baseline	1.0	1.0	0.312	redcross.bmp	n/a
124.144	2.022	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.166	6.033	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.199	1.806	no_response	n/a	1.0	n/a	TR	n/a
134.005	2.006	1-back	0.0	1.0	0.464	x	TR
136.011	2.006	1-back	0.0	1.0	0.826	l	BL
138.017	2.006	1-back	1.0	1.0	0.551	s	BL
140.023	2.006	1-back	0.0	1.0	0.399	g	TL
142.029	2.006	1-back	0.0	1.0	0.575	r	BR
144.035	2.006	1-back	0.0	1.0	0.575	s	TL
146.041	2.006	1-back	0.0	1.0	0.535	z	BL
148.047	2.006	1-back	0.0	1.0	0.498	t	TR
150.053	2.006	1-back	1.0	1.0	0.391	x	TR
152.059	2.006	1-back	0.0	1.0	0.335	n	BR
154.065	2.006	1-back	0.0	1.0	0.506	l	TL
156.071	2.006	1-back	1.0	1.0	0.325	g	TL
158.077	2.006	1-back	0.0	1.0	0.385	r	BR
160.083	2.006	1-back	1.0	1.0	0.518	p	BR
162.089	2.006	1-back	0.0	1.0	0.543	z	TR
164.095	2.006	1-back	0.0	1.0	0.59	r	BL
166.101	2.006	1-back	1.0	1.0	0.557	x	BL
168.107	2.006	1-back	0.0	1.0	0.392	p	TR
170.113	2.006	1-back	0.0	1.0	0.317	c	BL
172.119	2.006	1-back	0.0	1.0	0.643	f	TR
174.125	2.006	1-back	1.0	1.0	0.626	l	TR
176.131	2.006	1-back	1.0	1.0	0.441	t	TR
178.137	2.006	1-back	0.0	1.0	0.368	f	TL
180.143	2.006	1-back	0.0	1.0	0.504	r	BL
182.149	2.006	1-back	1.0	1.0	0.444	s	BL
184.155	2.006	1-back	0.0	1.0	0.4	f	TR
186.161	2.006	1-back	0.0	1.0	0.484	c	BR
188.167	2.006	1-back	1.0	1.0	0.321	z	BR
190.173	2.006	1-back	0.0	1.0	0.396	v	BL
192.179	2.006	1-back	0.0	1.0	0.352	p	TL
194.185	2.006	1-back	1.0	0.0	0.401	t	TL
196.191	2.006	1-back	0.0	1.0	0.361	c	BL
198.197	2.006	1-back	0.0	1.0	0.337	p	BR
200.203	2.006	1-back	0.0	0.0	0.471	v	TL
202.209	2.006	1-back	1.0	1.0	0.252	n	TL
204.215	2.006	1-back	0.0	1.0	0.319	s	BR
206.221	2.006	1-back	1.0	1.0	0.355	z	BR
208.227	2.006	1-back	0.0	1.0	0.394	v	BL
210.233	2.006	1-back	0.0	1.0	0.325	n	BR
212.239	2.006	1-back	0.0	1.0	0.472	t	TL
214.245	2.006	1-back	1.0	1.0	0.363	g	TL
216.251	2.006	1-back	0.0	1.0	0.349	x	TR
218.257	2.006	1-back	1.0	1.0	0.332	g	TR
220.263	2.006	1-back	0.0	1.0	0.356	c	TL
222.269	2.006	1-back	0.0	1.0	0.417	v	BL
224.275	2.006	1-back	0.0	1.0	0.504	f	BR
226.281	6.02	1-back	1.0	1.0	0.48	n	BR
232.301	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.324	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.347	2.022	baseline	1.0	1.0	0.317	redcross.bmp	n/a
238.369	2.023	baseline	1.0	1.0	0.417	redcross.bmp	n/a
240.392	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
