onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
163.092	2.022	1-back	1.0	1.0	0.514	s	BL
165.114	2.023	1-back	0.0	1.0	0.403	n	TR
167.137	2.023	1-back	0.0	1.0	0.438	r	TL
169.16	2.022	1-back	0.0	1.0	0.54	s	TR
171.182	2.023	1-back	0.0	1.0	0.522	t	BL
173.205	2.023	1-back	1.0	1.0	0.374	t	TR
175.228	2.023	1-back	0.0	1.0	0.48	l	BR
177.251	2.022	1-back	0.0	1.0	0.705	r	BL
179.273	2.023	1-back	0.0	1.0	0.495	f	TL
181.296	2.023	1-back	1.0	1.0	0.66	f	BL
183.319	2.023	1-back	0.0	1.0	0.594	z	BR
185.342	2.022	1-back	1.0	1.0	0.649	z	BL
187.364	2.023	1-back	0.0	1.0	0.538	c	TL
189.387	2.023	1-back	1.0	1.0	0.536	c	TR
191.41	2.023	1-back	0.0	1.0	0.566	p	BR
193.433	2.022	1-back	1.0	1.0	0.541	p	BL
195.455	2.023	1-back	0.0	1.0	0.433	n	TL
197.478	2.023	1-back	1.0	1.0	0.49	n	TR
199.501	2.022	1-back	0.0	1.0	0.584	f	BL
201.523	2.023	1-back	1.0	1.0	0.535	f	BR
203.546	2.023	1-back	0.0	1.0	0.459	l	TL
205.569	2.023	1-back	0.0	1.0	0.579	r	BR
207.592	2.022	1-back	1.0	1.0	0.561	r	TL
209.614	2.023	1-back	0.0	1.0	0.405	z	BR
211.637	2.023	1-back	0.0	1.0	0.841	n	BL
213.66	2.023	1-back	0.0	1.0	0.557	c	TL
215.683	2.022	1-back	1.0	1.0	0.372	c	TR
217.705	2.023	1-back	0.0	1.0	0.529	v	BR
219.728	2.023	1-back	1.0	0.0	0.808	v	TL
221.751	2.023	1-back	0.0	1.0	0.789	x	TR
223.774	2.022	1-back	0.0	0.0	0.824	g	BR
225.796	2.023	1-back	0.0	1.0	0.848	p	BL
227.819	6.053	1-back	0.0	1.0	0.918	g	BR
233.872	2.023	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
235.895	2.024	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.919	2.038	baseline	1.0	1.0	0.306	redcross.bmp	n/a
239.957	2.024	baseline	1.0	1.0	0.421	redcross.bmp	n/a
241.981	2.038	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.019	2.024	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.043	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.082	2.039	baseline	1.0	1.0	0.356	redcross.bmp	n/a
250.121	2.04	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.161	2.039	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.2	2.039	baseline	1.0	1.0	0.304	redcross.bmp	n/a
256.239	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
